메뉴 이름,방법 분류,국가 분류,테마 분류,주재료 이름,features
묵과양념장,나물 생채 샐러드,한식,반찬,도토리묵 1/2모 청포묵 1/2모,묵과양념장 나물 생채 샐러드 한식 반찬 도토리묵 1/2모 청포묵 1/2모
미나리꼬막간장무침,나물 생채 샐러드,한식,반찬,꼬막 30개 미나리 10g,미나리꼬막간장무침 나물 생채 샐러드 한식 반찬 꼬막 30개 미나리 10g
사색나물,나물 생채 샐러드,한식,반찬,콩나물 50g 도라지 50g 시금치 50g 고사리 50g,사색나물 나물 생채 샐러드 한식 반찬 콩나물 50g 도라지 50g 시금치 50g 고사리 50g
상추채소무침,나물 생채 샐러드,한식,반찬,상추 10g 들깻잎 10g 쑥갓 5g 케일 10g,상추채소무침 나물 생채 샐러드 한식 반찬 상추 10g 들깻잎 10g 쑥갓 5g 케일 10g
새우겨자채,나물 생채 샐러드,한식,반찬,새우 5마리,새우겨자채 나물 생채 샐러드 한식 반찬 새우 5마리
송어샐러드,나물 생채 샐러드,한식,반찬,송어(슬라이스) 1마리,송어샐러드 나물 생채 샐러드 한식 반찬 송어(슬라이스) 1마리
숙주미나리무침,나물 생채 샐러드,한식,반찬,숙주 100g 미나리 50g,숙주미나리무침 나물 생채 샐러드 한식 반찬 숙주 100g 미나리 50g
시금치무침,나물 생채 샐러드,한식,반찬,시금치 100g,시금치무침 나물 생채 샐러드 한식 반찬 시금치 100g
오이나물,나물 생채 샐러드,한식,반찬,오이 2개,오이나물 나물 생채 샐러드 한식 반찬 오이 2개
오징어도라지생채,나물 생채 샐러드,한식,반찬,도라지 100g 오징어 1마리,오징어도라지생채 나물 생채 샐러드 한식 반찬 도라지 100g 오징어 1마리
오징어숙회,나물 생채 샐러드,한식,메인요리,오징어 1마리,오징어숙회 나물 생채 샐러드 한식 메인요리 오징어 1마리
오징어와마늘소스,나물 생채 샐러드,한식,메인요리,오징어 1마리,오징어와마늘소스 나물 생채 샐러드 한식 메인요리 오징어 1마리
오징어초말이,나물 생채 샐러드,한식,메인요리,오징어 2마리,오징어초말이 나물 생채 샐러드 한식 메인요리 오징어 2마리
우묵냉채,나물 생채 샐러드,한식,메인요리,우묵 100g,우묵냉채 나물 생채 샐러드 한식 메인요리 우묵 100g
유부냉채,나물 생채 샐러드,한식,메인요리,유부 80g 숙주 50g,유부냉채 나물 생채 샐러드 한식 메인요리 유부 80g 숙주 50g
육회,나물 생채 샐러드,한식,메인요리,쇠고기(우둔) 30g 배 1/4쪽 잣가루 1작은술 잣 약간,육회 나물 생채 샐러드 한식 메인요리 쇠고기(우둔) 30g 배 1/4쪽 잣가루 1작은술 잣 약간
전어회무침,나물 생채 샐러드,한식,메인요리,전어 3마리,전어회무침 나물 생채 샐러드 한식 메인요리 전어 3마리
죽순회와미나리강회,나물 생채 샐러드,한식,메인요리,죽순 1개 미나리 5줄기,죽순회와미나리강회 나물 생채 샐러드 한식 메인요리 죽순 1개 미나리 5줄기
차돌박이겉절이무침,나물 생채 샐러드,한식,메인요리,차돌박이 200g 얼갈이배추 적당량 영양부추 적당량,차돌박이겉절이무침 나물 생채 샐러드 한식 메인요리 차돌박이 200g 얼갈이배추 적당량 영양부추 적당량
참나물간장무침,나물 생채 샐러드,한식,반찬,참나물 200g,참나물간장무침 나물 생채 샐러드 한식 반찬 참나물 200g
참나물고추장무침,나물 생채 샐러드,한식,반찬,참나물 100g,참나물고추장무침 나물 생채 샐러드 한식 반찬 참나물 100g
채소무침,나물 생채 샐러드,한식,반찬,쌈야채 500g,채소무침 나물 생채 샐러드 한식 반찬 쌈야채 500g
청경채닭살무침,나물 생채 샐러드,한식,반찬,청경채 100g,청경채닭살무침 나물 생채 샐러드 한식 반찬 청경채 100g
초고추장쑥무침,나물 생채 샐러드,한식,반찬,쑥 150g 미나리 50g,초고추장쑥무침 나물 생채 샐러드 한식 반찬 쑥 150g 미나리 50g
탕평채,나물 생채 샐러드,한식,메인요리,청포묵 1개(200g) 쇠고기(우둔) 100g 숙주 100g 소금 1/2작은술,탕평채 나물 생채 샐러드 한식 메인요리 청포묵 1개(200g) 쇠고기(우둔) 100g 숙주 100g 소금 1/2작은술
팽이버섯냉채,나물 생채 샐러드,한식,메인요리,팽이버섯 100g 오이 1/2개,팽이버섯냉채 나물 생채 샐러드 한식 메인요리 팽이버섯 100g 오이 1/2개
해물잣소스무침,나물 생채 샐러드,한식,메인요리,새우 5마리 오징어 1/4마리,해물잣소스무침 나물 생채 샐러드 한식 메인요리 새우 5마리 오징어 1/4마리
해파리냉채,나물 생채 샐러드,한식,메인요리,해파리 300g 게맛살 8개 오이 1개,해파리냉채 나물 생채 샐러드 한식 메인요리 해파리 300g 게맛살 8개 오이 1개
해파리새우말이냉채,나물 생채 샐러드,한식,메인요리,해파리 50g 새우 10마리 오이 20g,해파리새우말이냉채 나물 생채 샐러드 한식 메인요리 해파리 50g 새우 10마리 오이 20g
해파리해물냉채,나물 생채 샐러드,한식,메인요리,해파리 80g 새우 6개 쭈꾸미 20g,해파리해물냉채 나물 생채 샐러드 한식 메인요리 해파리 80g 새우 6개 쭈꾸미 20g
해파리해물냉채,나물 생채 샐러드,한식,메인요리,해파리 80g 새우 4개 쭈구미 20g,해파리해물냉채 나물 생채 샐러드 한식 메인요리 해파리 80g 새우 4개 쭈구미 20g
가지김치,밑반찬 김치,한식,반찬,가지 2개 부추 20g 고춧가루 1큰술,가지김치 밑반찬 김치 한식 반찬 가지 2개 부추 20g 고춧가루 1큰술
깍두기,밑반찬 김치,한식,반찬,무 2개,깍두기 밑반찬 김치 한식 반찬 무 2개
깻잎롤김치,밑반찬 김치,한식,반찬,깻잎 5묶음 밤 10개 홍고추 3개 청고추 3개,깻잎롤김치 밑반찬 김치 한식 반찬 깻잎 5묶음 밤 10개 홍고추 3개 청고추 3개
깻잎말이김치,밑반찬 김치,한식,반찬,깻잎 5묶음 밤 10개,깻잎말이김치 밑반찬 김치 한식 반찬 깻잎 5묶음 밤 10개
깻잎조림,밑반찬 김치,한식,반찬,깻잎 20장,깻잎조림 밑반찬 김치 한식 반찬 깻잎 20장
된장깻잎장아찌,밑반찬 김치,한식,반찬,깻잎 30장,된장깻잎장아찌 밑반찬 김치 한식 반찬 깻잎 30장
마늘장아찌,밑반찬 김치,한식,반찬,마늘 10통 간장 1/2컵,마늘장아찌 밑반찬 김치 한식 반찬 마늘 10통 간장 1/2컵
마늘쫑굴소스볶음,밑반찬 김치,한식,반찬,마늘쫑 200g 새우(마른것) 한줌,마늘쫑굴소스볶음 밑반찬 김치 한식 반찬 마늘쫑 200g 새우(마른것) 한줌
마른오징어조림,밑반찬 김치,한식,반찬,마른오징어 2마리,마른오징어조림 밑반찬 김치 한식 반찬 마른오징어 2마리
매실장아찌,밑반찬 김치,한식,반찬,매실 1kg,매실장아찌 밑반찬 김치 한식 반찬 매실 1kg
무말랭이장아찌,밑반찬 김치,한식,반찬,무 600g,무말랭이장아찌 밑반찬 김치 한식 반찬 무 600g
무우갑장과,밑반찬 김치,한식,반찬,무 300g 쇠고기 50g,무우갑장과 밑반찬 김치 한식 반찬 무 300g 쇠고기 50g
무초김치,밑반찬 김치,한식,반찬,무 1/2,무초김치 밑반찬 김치 한식 반찬 무 1/2
미나리나물,밑반찬 김치,한식,반찬,미나리 1/2단,미나리나물 밑반찬 김치 한식 반찬 미나리 1/2단
배추겉절이,밑반찬 김치,한식,반찬,배추 1/4통,배추겉절이 밑반찬 김치 한식 반찬 배추 1/4통
봄동겉절이,밑반찬 김치,한식,반찬,봄동 100g,봄동겉절이 밑반찬 김치 한식 반찬 봄동 100g
붉은갓동치미,밑반찬 김치,한식,반찬,무(1/2kg 정도 크기) 1개 붉은갓 50g,붉은갓동치미 밑반찬 김치 한식 반찬 무(1/2kg 정도 크기) 1개 붉은갓 50g
새송이장조림,밑반찬 김치,한식,반찬,새송이버섯 3개,새송이장조림 밑반찬 김치 한식 반찬 새송이버섯 3개
섞박지,밑반찬 김치,한식,반찬,배추 2포기 무 2개,섞박지 밑반찬 김치 한식 반찬 배추 2포기 무 2개
시금치나물,밑반찬 김치,한식,반찬,시금치 1/2단,시금치나물 밑반찬 김치 한식 반찬 시금치 1/2단
양파김치,밑반찬 김치,한식,반찬,양파 3개 부추 30g,양파김치 밑반찬 김치 한식 반찬 양파 3개 부추 30g
오이갑장과,밑반찬 김치,한식,반찬,오이 2개 쇠고기 60g,오이갑장과 밑반찬 김치 한식 반찬 오이 2개 쇠고기 60g
오징어젓갈,밑반찬 김치,한식,반찬,오징어 1마리,오징어젓갈 밑반찬 김치 한식 반찬 오징어 1마리
잔멸치된장볶음,밑반찬 김치,한식,반찬,잔멸치 100g 된장 1작은술 밥 4공기,잔멸치된장볶음 밑반찬 김치 한식 반찬 잔멸치 100g 된장 1작은술 밥 4공기
잔멸치파래튀김,밑반찬 김치,한식,반찬,잔멸치 200g 파래김 100g,잔멸치파래튀김 밑반찬 김치 한식 반찬 잔멸치 200g 파래김 100g
채소피클깻잎말이,밑반찬 김치,한식,반찬,오이 1/2개 무 1/6개 당근 1/2개 깻잎 15장 미나리 1/3단,채소피클깻잎말이 밑반찬 김치 한식 반찬 오이 1/2개 무 1/6개 당근 1/2개 깻잎 15장 미나리 1/3단
콩나물무침,밑반찬 김치,한식,반찬,콩나물 600g,콩나물무침 밑반찬 김치 한식 반찬 콩나물 600g
콩나물미나리무침,밑반찬 김치,한식,반찬,콩나물 40g 미나리 3줄기,콩나물미나리무침 밑반찬 김치 한식 반찬 콩나물 40g 미나리 3줄기
통마늘장아찌,밑반찬 김치,한식,반찬,통마늘 20쪽,통마늘장아찌 밑반찬 김치 한식 반찬 통마늘 20쪽
파래무침,밑반찬 김치,한식,반찬,파래 50g,파래무침 밑반찬 김치 한식 반찬 파래 50g
향신양념무장아찌,밑반찬 김치,한식,반찬,무 600g,향신양념무장아찌 밑반찬 김치 한식 반찬 무 600g
향신양념콩나물무침,밑반찬 김치,한식,반찬,콩나물 150g,향신양념콩나물무침 밑반찬 김치 한식 반찬 콩나물 150g
홍차계란장조림,밑반찬 김치,한식,반찬,홍차티백 4개 계란 5개,홍차계란장조림 밑반찬 김치 한식 반찬 홍차티백 4개 계란 5개
가래떡꼬치,도시락 간식,한식,간식,가래떡 1줄,가래떡꼬치 도시락 간식 한식 간식 가래떡 1줄
고구마맛탕,도시락 간식,한식,반찬,고구마 300g,고구마맛탕 도시락 간식 한식 반찬 고구마 300g
밤맛탕,도시락 간식,한식,반찬,밤 20알 설탕 1/2컵,밤맛탕 도시락 간식 한식 반찬 밤 20알 설탕 1/2컵
사과탕,도시락 간식,한식,반찬,사과 1개,사과탕 도시락 간식 한식 반찬 사과 1개
오색주먹밥도시락,도시락 간식,한식,메인요리,쌀 2와1/2컵 다진쇠고기(우둔) 20g 표고버섯 2장 멸치 10g 단무지 10g 김치 20g,오색주먹밥도시락 도시락 간식 한식 메인요리 쌀 2와1/2컵 다진쇠고기(우둔) 20g 표고버섯 2장 멸치 10g 단무지 10g 김치 20g
주먹밥,도시락 간식,한식,메인요리,밥 300g 쇠고기(안심) 100g,주먹밥 도시락 간식 한식 메인요리 밥 300g 쇠고기(안심) 100g
불고기양념,양념장,한식,반찬,간장 1/2컵 배 1/2개,불고기양념 양념장 한식 반찬 간장 1/2컵 배 1/2개
쌈장,양념장,한식,반찬,고추장 1큰술,쌈장 양념장 한식 반찬 고추장 1큰술
약고추장,양념장,한식,반찬,고추장 1컵 다진쇠고기(안심) 80g,약고추장 양념장 한식 반찬 고추장 1컵 다진쇠고기(안심) 80g
개성주악,떡 한과,한식,간식,찹쌀 1kg 밀가루 1컵 막걸리 1컵 뜨거운 물 1큰술,개성주악 떡 한과 한식 간식 찹쌀 1kg 밀가루 1컵 막걸리 1컵 뜨거운 물 1큰술
건포도강정,떡 한과,한식,간식,건포도 1/2컵 땅콩 아몬드 호두 깨 1 1/2컵,건포도강정 떡 한과 한식 간식 건포도 1/2컵 땅콩 아몬드 호두 깨 1 1/2컵
건포도오색경단,떡 한과,한식,간식,찹쌀가루 2컵,건포도오색경단 떡 한과 한식 간식 찹쌀가루 2컵
사색경단,떡 한과,한식,간식,찹쌀가루 2컵,사색경단 떡 한과 한식 간식 찹쌀가루 2컵
삼색매작과,떡 한과,한식,간식,밀가루 3컵 다진생강 1큰술 파래가루 1큰술 보리새우 1큰술,삼색매작과 떡 한과 한식 간식 밀가루 3컵 다진생강 1큰술 파래가루 1큰술 보리새우 1큰술
新고구마경단,떡 한과,한식,간식,고구마 2개 인절미 적당량 카스테라 1개,新고구마경단 떡 한과 한식 간식 고구마 2개 인절미 적당량 카스테라 1개
아몬드녹차설기,떡 한과,한식,간식,멥쌀가루 5컵,아몬드녹차설기 떡 한과 한식 간식 멥쌀가루 5컵
인절미,떡 한과,한식,간식,찹쌀 1/4되,인절미 떡 한과 한식 간식 찹쌀 1/4되
찬밥인절미,떡 한과,한식,간식,찬밥 3공기,찬밥인절미 떡 한과 한식 간식 찬밥 3공기
화전,떡 한과,한식,간식,찹쌀가루 160g,화전 떡 한과 한식 간식 찹쌀가루 160g
화전,떡 한과,한식,간식,찹쌀가루 160g,화전 떡 한과 한식 간식 찹쌀가루 160g
미모사케이크,빵 과자,한식,간식,박력분 350,미모사케이크 빵 과자 한식 간식 박력분 350
과일팥빙수,음료,한식,간식,얼음 8개 팥 2큰술,과일팥빙수 음료 한식 간식 얼음 8개 팥 2큰술
대추생강차,음료,한식,간식,대추 10개 생강 1개 꿀 약간,대추생강차 음료 한식 간식 대추 10개 생강 1개 꿀 약간
대추차,음료,한식,간식,대추 20알,대추차 음료 한식 간식 대추 20알
배숙,음료,한식,간식,배 1/4개,배숙 음료 한식 간식 배 1/4개
생강차,음료,한식,간식,생강 6쪽,생강차 음료 한식 간식 생강 6쪽
수박화채,음료,한식,간식,수박 1/4통,수박화채 음료 한식 간식 수박 1/4통
수정과샤베트,음료,한식,간식,수정과 2컵,수정과샤베트 음료 한식 간식 수정과 2컵
오과차,음료,한식,간식,황률(말린밤) 10개 대추 10개 말린인삼 1뿌리,오과차 음료 한식 간식 황률(말린밤) 10개 대추 10개 말린인삼 1뿌리
유자차,음료,한식,간식,유자 1kg,유자차 음료 한식 간식 유자 1kg
젤리팥빙수,음료,한식,간식,우유 200ml 팥(조린것) 3큰술,젤리팥빙수 음료 한식 간식 우유 200ml 팥(조린것) 3큰술
감자수제비,만두 면류,한식,메인요리,밀가루 4컵 감자 2개,감자수제비 만두 면류 한식 메인요리 밀가루 4컵 감자 2개
고덕칡냉면,만두 면류,한식,메인요리,양지머리 30g 칡냉면 150g,고덕칡냉면 만두 면류 한식 메인요리 양지머리 30g 칡냉면 150g
고추장볶음칼국수,만두 면류,한식,메인요리,생칼국수 150g 느타리버섯 40g 오징어 1/2마리,고추장볶음칼국수 만두 면류 한식 메인요리 생칼국수 150g 느타리버섯 40g 오징어 1/2마리
고추장얼큰라면,만두 면류,한식,메인요리,라면 2개 고추장 1/2큰술,고추장얼큰라면 만두 면류 한식 메인요리 라면 2개 고추장 1/2큰술
국수냄비,만두 면류,한식,메인요리,사태 400g 가래떡 200g 국수 200g,국수냄비 만두 면류 한식 메인요리 사태 400g 가래떡 200g 국수 200g
김치수제비,만두 면류,한식,메인요리,밀가루 2컵 계란 1개 식용유 1작은술 물 약간,김치수제비 만두 면류 한식 메인요리 밀가루 2컵 계란 1개 식용유 1작은술 물 약간
냉소면,만두 면류,한식,메인요리,소면 400g 계란 2개 꽃어묵(야마보고) 1개,냉소면 만두 면류 한식 메인요리 소면 400g 계란 2개 꽃어묵(야마보고) 1개
대대로닭칼국수,만두 면류,한식,메인요리,날콩가루 100g 밀가루 100g 닭 1마리,대대로닭칼국수 만두 면류 한식 메인요리 날콩가루 100g 밀가루 100g 닭 1마리
된장채소수제비,만두 면류,한식,메인요리,표고버섯 2개 감자 1개 밀가루 2컵,된장채소수제비 만두 면류 한식 메인요리 표고버섯 2개 감자 1개 밀가루 2컵
미역수제비,만두 면류,한식,메인요리,닭고기 500g 미역 10g 밀가루 1컵,미역수제비 만두 면류 한식 메인요리 닭고기 500g 미역 10g 밀가루 1컵
바지락칼국수,만두 면류,한식,메인요리,칼국수 300g 바지락 200g 애호박 1/4개,바지락칼국수 만두 면류 한식 메인요리 칼국수 300g 바지락 200g 애호박 1/4개
볶음유니자장,만두 면류,한식,메인요리,국수(생면) 200g 춘장 약간,볶음유니자장 만두 면류 한식 메인요리 국수(생면) 200g 춘장 약간
